id,region,date,rainfall_mm,temperature_c,humidity
5163,Pithoragarh,2025-09-29,322.85,9.6,44.6
5164,Srinagar,2025-09-29,136.05,6.6,77.7
5165,Aizawl,2025-09-29,28.23,7.2,76.7
5166,Pauri,2025-09-29,14.7,27.5,37.8
5167,Joshimath,2025-09-29,20.6,11.7,88.4
5168,Itanagar,2025-09-29,247.32,19.1,82.2
5169,Shimla,2025-09-30,186.62,23.6,46.1
5170,Manali,2025-09-30,136.75,25.4,52.7
5171,Dehradun,2025-09-30,336.79,31.3,67.6
5172,Nainital,2025-09-30,269.2,6.9,37.9
5173,Leh,2025-09-30,57.47,24.1,44.0
5174,Gangtok,2025-09-30,136.51,31.0,56.2
5175,Darjeeling,2025-09-30,71.55,26.4,81.1
5176,Munnar,2025-09-30,192.76,13.1,77.4
5177,Kedarnath,2025-09-30,120.23,8.7,85.1
5178,Kargil,2025-09-30,132.53,13.1,88.8
5179,Mussoorie,2025-09-30,180.58,14.4,78.3
5180,Tawang,2025-09-30,257.16,28.9,80.3
5181,Cherrapunji,2025-09-30,277.28,21.7,50.0
5182,Pithoragarh,2025-09-30,120.61,31.9,41.0
5183,Srinagar,2025-09-30,255.62,29.5,69.2
5184,Aizawl,2025-09-30,218.63,31.9,67.7
5185,Pauri,2025-09-30,210.54,21.7,66.9
5186,Joshimath,2025-09-30,205.23,29.4,48.6
5187,Itanagar,2025-09-30,239.23,6.5,76.9
5188,Shimla,2025-10-01,117.66,10.8,84.5
5189,Manali,2025-10-01,151.19,28.7,92.0
5190,Dehradun,2025-10-01,336.48,5.1,91.8
5191,Nainital,2025-10-01,315.78,14.0,68.9
5192,Leh,2025-10-01,61.02,17.4,62.5
5193,Gangtok,2025-10-01,245.27,18.2,45.4
5194,Darjeeling,2025-10-01,257.85,30.9,82.1
5195,Munnar,2025-10-01,117.34,26.5,88.3
5196,Kedarnath,2025-10-01,198.42,7.2,73.0
5197,Kargil,2025-10-01,170.95,9.2,73.4
5198,Mussoorie,2025-10-01,77.9,22.8,73.1
5199,Tawang,2025-10-01,93.57,12.5,56.7
5200,Cherrapunji,2025-10-01,193.54,16.8,74.3
5201,Pithoragarh,2025-10-01,212.63,26.3,76.8
5202,Srinagar,2025-10-01,9.86,20.4,84.6
5203,Aizawl,2025-10-01,29.53,6.4,86.9
5204,Pauri,2025-10-01,86.28,23.6,67.3
5205,Joshimath,2025-10-01,342.46,28.2,83.2
5206,Itanagar,2025-10-01,248.23,25.5,82.8
5207,Shimla,2025-10-02,101.7,15.9,53.9
5208,Manali,2025-10-02,87.38,22.1,52.5
5209,Dehradun,2025-10-02,219.19,27.0,48.8
5210,Nainital,2025-10-02,308.87,12.1,84.2
5211,Leh,2025-10-02,291.08,24.8,61.5
5212,Gangtok,2025-10-02,280.97,10.0,87.7
5213,Darjeeling,2025-10-02,343.75,11.4,39.3
5214,Munnar,2025-10-02,128.67,27.5,91.6
5215,Kedarnath,2025-10-02,183.34,18.1,36.5
5216,Kargil,2025-10-02,92.22,20.7,71.3
5217,Mussoorie,2025-10-02,140.12,28.2,83.4
5218,Tawang,2025-10-02,15.55,10.5,38.8
5219,Cherrapunji,2025-10-02,326.73,24.8,38.2
5220,Pithoragarh,2025-10-02,33.55,6.8,59.2
5221,Srinagar,2025-10-02,88.63,25.4,39.4
5222,Aizawl,2025-10-02,311.51,22.6,69.4
5223,Pauri,2025-10-02,13.57,14.4,69.0
5224,Joshimath,2025-10-02,128.16,21.6,72.9
5225,Itanagar,2025-10-02,28.23,7.4,50.5
5226,Shimla,2025-10-03,99.58,6.9,51.9
5227,Manali,2025-10-03,280.69,30.4,81.6
5228,Dehradun,2025-10-03,290.37,22.7,74.5
5229,Nainital,2025-10-03,323.61,23.1,64.4
5230,Leh,2025-10-03,121.24,30.0,82.9
5231,Gangtok,2025-10-03,68.04,27.4,88.8
5232,Darjeeling,2025-10-03,15.18,28.2,40.6
5233,Munnar,2025-10-03,220.02,11.5,48.9
5234,Kedarnath,2025-10-03,282.08,14.8,37.3
5235,Kargil,2025-10-03,182.58,7.1,36.4
5236,Mussoorie,2025-10-03,49.73,11.0,79.2
5237,Tawang,2025-10-03,336.33,24.9,50.2
5238,Cherrapunji,2025-10-03,156.14,20.0,59.3
5239,Pithoragarh,2025-10-03,88.53,19.1,57.7
5240,Srinagar,2025-10-03,205.74,15.5,49.2
5241,Aizawl,2025-10-03,232.83,6.5,85.4
5242,Pauri,2025-10-03,297.92,30.5,97.0
5243,Joshimath,2025-10-03,240.72,11.3,51.2
5244,Itanagar,2025-10-03,9.76,25.6,59.6
5245,Shimla,2025-10-04,243.03,22.7,88.6
5246,Manali,2025-10-04,68.48,7.9,39.3
5247,Dehradun,2025-10-04,288.12,24.5,67.5
5248,Nainital,2025-10-04,202.89,27.5,46.0
5249,Leh,2025-10-04,184.09,20.9,69.7
5250,Gangtok,2025-10-04,133.94,20.0,81.2
5251,Darjeeling,2025-10-04,54.93,18.9,80.9
5252,Munnar,2025-10-04,178.7,12.7,38.8
5253,Kedarnath,2025-10-04,134.01,26.8,64.8
5254,Kargil,2025-10-04,275.76,6.9,55.2
5255,Mussoorie,2025-10-04,127.78,16.1,53.5
5256,Tawang,2025-10-04,166.02,31.5,92.3
5257,Cherrapunji,2025-10-04,175.45,7.3,93.1
5258,Pithoragarh,2025-10-04,5.79,9.6,90.2
5259,Srinagar,2025-10-04,112.44,20.2,91.9
5260,Aizawl,2025-10-04,249.58,28.5,78.6
5261,Pauri,2025-10-04,128.6,29.7,95.6
5262,Joshimath,2025-10-04,281.8,5.5,81.0
5263,Itanagar,2025-10-04,318.51,10.9,97.8
5264,Shimla,2025-10-05,85.87,10.1,53.2
5265,Manali,2025-10-05,220.61,5.2,84.7
5266,Dehradun,2025-10-05,13.29,29.0,90.3
5267,Nainital,2025-10-05,109.07,26.6,70.8
5268,Leh,2025-10-05,197.25,16.0,69.1
5269,Gangtok,2025-10-05,48.59,22.9,85.0
5270,Darjeeling,2025-10-05,340.66,28.9,93.7
5271,Munnar,2025-10-05,256.8,12.6,39.7
5272,Kedarnath,2025-10-05,344.31,7.3,67.3
5273,Kargil,2025-10-05,125.13,24.9,48.0
5274,Mussoorie,2025-10-05,66.55,22.2,86.2
5275,Tawang,2025-10-05,213.41,6.0,38.1
5276,Cherrapunji,2025-10-05,278.96,27.9,47.0
5277,Pithoragarh,2025-10-05,186.94,10.5,65.8
5278,Srinagar,2025-10-05,32.3,15.2,57.7
5279,Aizawl,2025-10-05,314.03,13.9,64.7
5280,Pauri,2025-10-05,269.03,5.2,40.6
5281,Joshimath,2025-10-05,242.99,17.5,65.5
5282,Itanagar,2025-10-05,41.22,8.2,80.7
5283,Shimla,2025-10-06,285.0,19.2,55.3
5284,Manali,2025-10-06,177.48,29.4,49.2
5285,Dehradun,2025-10-06,136.52,8.1,68.3
5286,Nainital,2025-10-06,80.04,20.3,48.6
5287,Leh,2025-10-06,21.87,22.1,41.0
5288,Gangtok,2025-10-06,107.21,20.4,38.9
5289,Darjeeling,2025-10-06,42.09,6.3,97.1
5290,Munnar,2025-10-06,157.8,8.6,35.3
5291,Kedarnath,2025-10-06,203.48,5.1,84.4
5292,Kargil,2025-10-06,5.11,17.1,58.0
5293,Mussoorie,2025-10-06,309.82,19.5,42.6
5294,Tawang,2025-10-06,316.6,31.2,58.7
5295,Cherrapunji,2025-10-06,180.61,9.2,44.7
5296,Pithoragarh,2025-10-06,108.29,6.0,41.3
5297,Srinagar,2025-10-06,89.78,24.8,41.3
5298,Aizawl,2025-10-06,136.68,30.2,64.8
5299,Pauri,2025-10-06,14.18,13.1,45.8
5300,Joshimath,2025-10-06,93.63,11.5,44.7
5301,Itanagar,2025-10-06,123.42,30.3,66.6
5302,Shimla,2025-10-07,154.16,22.9,61.9
5303,Manali,2025-10-07,139.38,21.0,68.0
5304,Dehradun,2025-10-07,184.59,10.0,77.1
5305,Nainital,2025-10-07,296.03,25.3,61.3
5306,Leh,2025-10-07,310.72,22.6,48.7
5307,Gangtok,2025-10-07,174.8,26.0,59.1
5308,Darjeeling,2025-10-07,274.87,9.2,59.3
5309,Munnar,2025-10-07,123.57,28.3,48.0
5310,Kedarnath,2025-10-07,314.44,5.9,90.9
5311,Kargil,2025-10-07,146.63,19.9,43.7
5312,Mussoorie,2025-10-07,29.61,31.4,61.0
5313,Tawang,2025-10-07,149.04,27.8,57.9
5314,Cherrapunji,2025-10-07,319.48,22.4,44.0
5315,Pithoragarh,2025-10-07,111.86,26.6,83.0
5316,Srinagar,2025-10-07,219.71,24.6,36.8
5317,Aizawl,2025-10-07,317.47,13.7,43.3
5318,Pauri,2025-10-07,318.33,9.0,85.5
5319,Joshimath,2025-10-07,211.58,31.0,46.1
5320,Itanagar,2025-10-07,107.08,27.8,44.7
5321,Shimla,2025-10-08,10.26,29.0,86.7
5322,Manali,2025-10-08,257.84,28.8,78.8
5323,Dehradun,2025-10-08,168.76,28.5,96.2
5324,Nainital,2025-10-08,275.04,22.4,45.7
5325,Leh,2025-10-08,42.83,5.8,95.2
5326,Gangtok,2025-10-08,154.8,14.9,96.6
5327,Darjeeling,2025-10-08,98.71,28.1,56.7
5328,Munnar,2025-10-08,50.61,27.4,54.2
5329,Kedarnath,2025-10-08,301.58,15.5,55.1
5330,Kargil,2025-10-08,171.11,14.4,58.0
5331,Mussoorie,2025-10-08,191.07,7.3,94.5
5332,Tawang,2025-10-08,297.95,27.4,63.7
5333,Cherrapunji,2025-10-08,179.53,19.0,89.4
5334,Pithoragarh,2025-10-08,56.89,9.0,50.1
5335,Srinagar,2025-10-08,90.5,13.6,40.8
5336,Aizawl,2025-10-08,34.72,5.7,36.4
5337,Pauri,2025-10-08,31.28,15.4,42.1
5338,Joshimath,2025-10-08,237.51,12.5,57.7
5339,Itanagar,2025-10-08,272.21,27.8,69.6
5340,Shimla,2025-10-09,132.82,7.0,92.8
5341,Manali,2025-10-09,96.23,19.6,72.0
5342,Dehradun,2025-10-09,62.21,19.4,62.6
5343,Nainital,2025-10-09,169.7,10.5,82.0
5344,Leh,2025-10-09,298.1,20.0,56.8
5345,Gangtok,2025-10-09,29.83,20.5,75.8
5346,Darjeeling,2025-10-09,313.51,14.7,90.6
5347,Munnar,2025-10-09,25.65,26.3,51.8
5348,Kedarnath,2025-10-09,338.35,17.9,36.2
5349,Kargil,2025-10-09,278.12,7.4,94.4
5350,Mussoorie,2025-10-09,295.05,10.5,60.6
5351,Tawang,2025-10-09,159.73,20.6,52.8
5352,Cherrapunji,2025-10-09,202.06,19.1,87.5
5353,Pithoragarh,2025-10-09,150.3,8.7,77.3
5354,Srinagar,2025-10-09,135.88,31.5,96.4
5355,Aizawl,2025-10-09,121.14,9.6,76.9
5356,Pauri,2025-10-09,52.6,20.5,80.5
5357,Joshimath,2025-10-09,327.25,21.6,84.2
5358,Itanagar,2025-10-09,100.53,31.1,93.4
5359,Shimla,2025-10-10,186.24,20.9,97.8
5360,Manali,2025-10-10,184.4,10.9,83.8
5361,Dehradun,2025-10-10,241.76,6.2,72.3
5362,Nainital,2025-10-10,58.36,11.5,56.4
5363,Leh,2025-10-10,151.67,17.6,48.0
5364,Gangtok,2025-10-10,19.69,27.1,71.9
5365,Darjeeling,2025-10-10,278.94,21.0,87.9
5366,Munnar,2025-10-10,45.05,26.6,50.2
5367,Kedarnath,2025-10-10,318.16,19.1,76.9
5368,Kargil,2025-10-10,151.46,29.2,87.9
5369,Mussoorie,2025-10-10,258.61,6.4,44.7
5370,Tawang,2025-10-10,8.01,6.3,80.4
5371,Cherrapunji,2025-10-10,244.32,7.6,89.3
5372,Pithoragarh,2025-10-10,226.55,12.7,87.7
5373,Srinagar,2025-10-10,283.07,7.3,82.5
5374,Aizawl,2025-10-10,143.57,8.3,57.7
5375,Pauri,2025-10-10,16.89,11.2,90.9
5376,Joshimath,2025-10-10,174.99,17.0,37.9
5377,Itanagar,2025-10-10,237.49,6.8,77.5
5378,Shimla,2025-10-11,38.37,25.6,95.9
5379,Manali,2025-10-11,34.08,18.8,43.9
5380,Dehradun,2025-10-11,91.08,13.0,54.6
5381,Nainital,2025-10-11,207.46,5.9,57.4
5382,Leh,2025-10-11,177.15,13.1,57.4
5383,Gangtok,2025-10-11,288.09,25.8,50.1
5384,Darjeeling,2025-10-11,313.82,18.7,91.1
5385,Munnar,2025-10-11,268.81,9.0,54.0
5386,Kedarnath,2025-10-11,195.33,27.4,48.3
5387,Kargil,2025-10-11,327.23,25.8,51.8
5388,Mussoorie,2025-10-11,136.67,6.8,37.1
5389,Tawang,2025-10-11,318.54,13.7,74.6
5390,Cherrapunji,2025-10-11,214.24,27.6,76.3
5391,Pithoragarh,2025-10-11,45.44,7.0,61.7
5392,Srinagar,2025-10-11,65.88,16.6,53.8
5393,Aizawl,2025-10-11,302.26,21.8,45.8
5394,Pauri,2025-10-11,58.82,26.7,55.1
5395,Joshimath,2025-10-11,237.52,13.5,63.5
5396,Itanagar,2025-10-11,147.79,21.1,52.9
5397,Shimla,2025-10-12,29.18,7.1,55.0
5398,Manali,2025-10-12,259.23,16.3,42.6
5399,Dehradun,2025-10-12,124.68,24.6,93.8
5400,Nainital,2025-10-12,116.92,16.1,41.5
5401,Leh,2025-10-12,41.0,13.8,58.8
5402,Gangtok,2025-10-12,8.39,24.8,86.2
5403,Darjeeling,2025-10-12,152.45,14.0,41.6
5404,Munnar,2025-10-12,41.49,23.4,73.2
5405,Kedarnath,2025-10-12,318.96,9.0,55.6
5406,Kargil,2025-10-12,96.19,13.0,76.7
5407,Mussoorie,2025-10-12,318.8,27.8,89.6
5408,Tawang,2025-10-12,6.48,17.1,64.2
5409,Cherrapunji,2025-10-12,224.37,8.8,66.4
5410,Pithoragarh,2025-10-12,265.2,30.1,78.9
5411,Srinagar,2025-10-12,296.79,14.7,46.7
5412,Aizawl,2025-10-12,158.58,15.8,79.9
5413,Pauri,2025-10-12,275.56,12.7,41.6
5414,Joshimath,2025-10-12,143.33,15.0,64.6
5415,Itanagar,2025-10-12,225.13,31.3,41.0
5416,Shimla,2025-10-13,167.68,24.2,56.7
5417,Manali,2025-10-13,260.63,27.9,79.2
5418,Dehradun,2025-10-13,221.86,5.7,57.9
5419,Nainital,2025-10-13,143.32,13.7,36.1
5420,Leh,2025-10-13,51.96,24.2,41.8
5421,Gangtok,2025-10-13,12.72,15.2,86.7
5422,Darjeeling,2025-10-13,309.31,27.7,36.6
5423,Munnar,2025-10-13,233.19,18.6,91.6
5424,Kedarnath,2025-10-13,332.07,13.8,40.7
5425,Kargil,2025-10-13,237.82,6.4,88.0
5426,Mussoorie,2025-10-13,347.07,29.8,78.8
5427,Tawang,2025-10-13,40.05,11.0,70.2
5428,Cherrapunji,2025-10-13,19.89,8.7,76.3
5429,Pithoragarh,2025-10-13,220.18,30.6,36.3
5430,Srinagar,2025-10-13,318.27,8.2,67.3
5431,Aizawl,2025-10-13,220.07,28.2,84.8
5432,Pauri,2025-10-13,17.92,10.6,73.3
5433,Joshimath,2025-10-13,10.68,5.8,61.0
5434,Itanagar,2025-10-13,242.15,6.4,65.5
5435,Shimla,2025-10-14,268.41,10.6,71.4
5436,Manali,2025-10-14,126.92,23.5,89.4
5437,Dehradun,2025-10-14,41.8,25.8,82.4
5438,Nainital,2025-10-14,255.47,29.6,67.8
5439,Leh,2025-10-14,153.95,15.1,35.3
5440,Gangtok,2025-10-14,286.89,11.3,50.4
5441,Darjeeling,2025-10-14,43.63,14.6,40.4
5442,Munnar,2025-10-14,244.36,5.6,46.9
5443,Kedarnath,2025-10-14,281.5,10.9,51.7
5444,Kargil,2025-10-14,151.84,26.1,72.0
5445,Mussoorie,2025-10-14,230.62,13.0,57.2
5446,Tawang,2025-10-14,292.98,8.3,84.8
5447,Cherrapunji,2025-10-14,51.28,27.1,45.9
5448,Pithoragarh,2025-10-14,246.34,30.5,60.0
5449,Srinagar,2025-10-14,97.96,28.5,54.0
5450,Aizawl,2025-10-14,334.19,29.3,68.8
5451,Pauri,2025-10-14,137.39,19.4,64.8
5452,Joshimath,2025-10-14,8.61,16.5,38.0
5453,Itanagar,2025-10-14,93.86,5.5,43.6
5454,Shimla,2025-10-15,77.39,13.9,46.0
5455,Manali,2025-10-15,180.29,10.8,90.3
5456,Dehradun,2025-10-15,140.16,27.7,63.9
5457,Nainital,2025-10-15,233.41,7.1,50.8
5458,Leh,2025-10-15,273.54,11.3,74.6
5459,Gangtok,2025-10-15,71.03,16.1,89.1
5460,Darjeeling,2025-10-15,97.28,21.7,69.8
5461,Munnar,2025-10-15,254.35,22.9,49.1
5462,Kedarnath,2025-10-15,150.76,16.8,90.1
5463,Kargil,2025-10-15,26.4,8.6,37.9
5464,Mussoorie,2025-10-15,42.8,23.3,64.5
5465,Tawang,2025-10-15,144.84,29.3,75.2
5466,Cherrapunji,2025-10-15,8.72,23.8,59.7
5467,Pithoragarh,2025-10-15,54.48,14.8,52.7
5468,Srinagar,2025-10-15,70.06,26.5,89.3
5469,Aizawl,2025-10-15,285.59,12.5,75.7
5470,Pauri,2025-10-15,266.36,31.1,83.6
5471,Joshimath,2025-10-15,124.61,14.9,97.4
5472,Itanagar,2025-10-15,152.28,25.8,61.9
5473,Shimla,2025-10-16,32.74,5.9,67.1
5474,Manali,2025-10-16,328.01,15.3,55.1
5475,Dehradun,2025-10-16,130.56,14.2,91.3
5476,Nainital,2025-10-16,220.3,24.1,63.0
5477,Leh,2025-10-16,234.63,25.4,45.4
5478,Gangtok,2025-10-16,36.13,22.5,96.2
5479,Darjeeling,2025-10-16,234.31,11.5,71.5
5480,Munnar,2025-10-16,246.04,28.9,80.2
5481,Kedarnath,2025-10-16,269.09,18.7,73.7
5482,Kargil,2025-10-16,212.67,13.1,46.1
5483,Mussoorie,2025-10-16,251.05,27.0,52.2
5484,Tawang,2025-10-16,38.94,16.5,86.5
5485,Cherrapunji,2025-10-16,20.44,10.0,49.6
5486,Pithoragarh,2025-10-16,291.32,30.0,47.0
5487,Srinagar,2025-10-16,281.8,11.0,74.5
5488,Aizawl,2025-10-16,311.32,8.4,86.6
5489,Pauri,2025-10-16,313.77,6.7,73.6
5490,Joshimath,2025-10-16,127.6,30.0,55.8
5491,Itanagar,2025-10-16,47.85,8.9,74.2
5492,Shimla,2025-10-17,71.49,11.8,89.4
5493,Manali,2025-10-17,29.5,8.2,53.8
5494,Dehradun,2025-10-17,33.34,9.0,58.5
5495,Nainital,2025-10-17,315.74,22.3,83.8
5496,Leh,2025-10-17,239.41,16.7,94.5
5497,Gangtok,2025-10-17,141.5,29.5,52.4
5498,Darjeeling,2025-10-17,7.81,23.0,45.3
5499,Munnar,2025-10-17,151.09,15.2,72.8
5500,Kedarnath,2025-10-17,168.74,17.5,46.2
5501,Kargil,2025-10-17,126.99,12.8,58.0
5502,Mussoorie,2025-10-17,333.85,28.6,86.9
5503,Tawang,2025-10-17,23.49,26.0,72.5
5504,Cherrapunji,2025-10-17,215.08,16.5,37.9
5505,Pithoragarh,2025-10-17,228.43,10.2,92.8
5506,Srinagar,2025-10-17,36.56,28.4,78.8
5507,Aizawl,2025-10-17,245.86,28.3,50.4
5508,Pauri,2025-10-17,347.58,27.6,74.9
5509,Joshimath,2025-10-17,277.75,11.1,70.1
5510,Itanagar,2025-10-17,159.91,31.1,48.1
5511,Shimla,2025-10-18,272.65,23.1,67.2
5512,Manali,2025-10-18,78.34,9.8,85.5
5513,Dehradun,2025-10-18,277.72,7.2,63.7
5514,Nainital,2025-10-18,259.23,15.1,57.3
5515,Leh,2025-10-18,76.42,25.5,56.2
5516,Gangtok,2025-10-18,113.6,25.6,77.9
5517,Darjeeling,2025-10-18,96.12,20.1,60.4
5518,Munnar,2025-10-18,36.18,31.6,73.7
5519,Kedarnath,2025-10-18,64.55,19.7,43.1
5520,Kargil,2025-10-18,309.92,6.6,39.9
5521,Mussoorie,2025-10-18,306.24,22.8,93.4
5522,Tawang,2025-10-18,76.18,12.9,48.3
5523,Cherrapunji,2025-10-18,124.88,29.1,38.9
5524,Pithoragarh,2025-10-18,196.92,23.8,80.8
5525,Srinagar,2025-10-18,117.84,12.2,86.4
5526,Aizawl,2025-10-18,14.3,5.8,44.5
5527,Pauri,2025-10-18,151.01,16.0,68.4
5528,Joshimath,2025-10-18,340.33,8.2,63.8
5529,Itanagar,2025-10-18,77.89,11.3,40.6
5530,Shimla,2025-10-19,87.58,12.9,52.2
5531,Manali,2025-10-19,234.87,19.5,46.8
5532,Dehradun,2025-10-19,70.27,12.2,36.8
5533,Nainital,2025-10-19,70.44,13.3,94.2
5534,Leh,2025-10-19,158.13,31.6,86.8
5535,Gangtok,2025-10-19,41.45,17.1,46.7
5536,Darjeeling,2025-10-19,240.35,28.5,60.0
5537,Munnar,2025-10-19,136.52,20.1,50.3
5538,Kedarnath,2025-10-19,190.73,15.8,47.4
5539,Kargil,2025-10-19,251.71,13.0,67.1
5540,Mussoorie,2025-10-19,339.68,25.4,57.4
5541,Tawang,2025-10-19,178.78,12.7,41.0
5542,Cherrapunji,2025-10-19,278.66,18.7,70.0
5543,Pithoragarh,2025-10-19,106.96,22.9,51.9
5544,Srinagar,2025-10-19,196.62,20.0,53.8
5545,Aizawl,2025-10-19,291.95,9.0,94.0
5546,Pauri,2025-10-19,241.7,12.7,64.2
5547,Joshimath,2025-10-19,53.32,22.2,68.8
5548,Itanagar,2025-10-19,99.79,12.4,44.0
5549,Shimla,2025-10-20,6.64,10.1,42.3
5550,Manali,2025-10-20,317.09,15.8,64.9
5551,Dehradun,2025-10-20,232.94,18.1,71.7
5552,Nainital,2025-10-20,151.06,23.6,77.2
5553,Leh,2025-10-20,94.18,13.3,67.4
5554,Gangtok,2025-10-20,124.52,13.5,49.4
5555,Darjeeling,2025-10-20,213.94,21.2,89.5
5556,Munnar,2025-10-20,136.43,16.4,84.3
5557,Kedarnath,2025-10-20,75.37,5.5,72.6
5558,Kargil,2025-10-20,312.91,17.3,39.5
5559,Mussoorie,2025-10-20,248.7,6.8,47.1
5560,Tawang,2025-10-20,213.58,29.3,89.6
5561,Cherrapunji,2025-10-20,185.27,11.2,56.8
5562,Pithoragarh,2025-10-20,89.46,27.7,87.7
5563,Srinagar,2025-10-20,17.31,31.8,41.8
5564,Aizawl,2025-10-20,293.71,21.2,46.8
5565,Pauri,2025-10-20,21.75,23.3,38.6
5566,Joshimath,2025-10-20,338.96,7.9,66.1
5567,Itanagar,2025-10-20,277.81,18.9,76.6
5568,Shimla,2025-10-21,61.99,10.7,47.7
5569,Manali,2025-10-21,342.29,13.4,70.3
5570,Dehradun,2025-10-21,238.75,15.6,57.4
5571,Nainital,2025-10-21,88.4,18.4,36.9
5572,Leh,2025-10-21,35.41,30.2,49.8
5573,Gangtok,2025-10-21,66.01,13.8,68.1
5574,Darjeeling,2025-10-21,329.86,25.6,57.4
5575,Munnar,2025-10-21,141.77,24.0,43.5
5576,Kedarnath,2025-10-21,144.82,29.6,83.1
5577,Kargil,2025-10-21,241.51,22.6,65.9
5578,Mussoorie,2025-10-21,348.06,13.0,94.8
5579,Tawang,2025-10-21,339.53,21.7,84.5
5580,Cherrapunji,2025-10-21,108.51,10.0,66.9
5581,Pithoragarh,2025-10-21,107.23,15.5,54.1
5582,Srinagar,2025-10-21,171.96,15.4,64.8
5583,Aizawl,2025-10-21,333.47,17.3,81.9
5584,Pauri,2025-10-21,279.88,9.8,80.9
5585,Joshimath,2025-10-21,177.87,9.4,79.2
5586,Itanagar,2025-10-21,263.75,24.5,94.2
5587,Shimla,2025-10-22,40.28,9.3,71.0
5588,Manali,2025-10-22,25.42,12.7,49.8
5589,Dehradun,2025-10-22,62.93,14.9,59.2
5590,Nainital,2025-10-22,172.04,26.6,43.1
5591,Leh,2025-10-22,12.99,22.2,81.0
5592,Gangtok,2025-10-22,286.06,13.6,58.7
5593,Darjeeling,2025-10-22,286.89,5.7,90.0
5594,Munnar,2025-10-22,7.5,31.0,87.4
5595,Kedarnath,2025-10-22,108.98,10.6,50.4
5596,Kargil,2025-10-22,134.64,23.4,75.8
5597,Mussoorie,2025-10-22,209.76,9.8,83.0
5598,Tawang,2025-10-22,50.79,18.5,74.8
5599,Cherrapunji,2025-10-22,147.97,17.3,89.3
5600,Pithoragarh,2025-10-22,136.95,7.9,83.9
5601,Srinagar,2025-10-22,93.61,25.6,63.3
5602,Aizawl,2025-10-22,192.91,20.4,79.2
5603,Pauri,2025-10-22,198.83,7.0,36.2
5604,Joshimath,2025-10-22,126.01,27.1,84.9
5605,Itanagar,2025-10-22,293.99,14.4,65.8
5606,Shimla,2025-10-23,58.02,7.1,70.7
5607,Manali,2025-10-23,311.18,6.0,67.6
5608,Dehradun,2025-10-23,317.09,16.0,84.8
5609,Nainital,2025-10-23,135.86,15.8,37.3
5610,Leh,2025-10-23,227.41,21.8,37.8
5611,Gangtok,2025-10-23,284.63,15.4,40.6
5612,Darjeeling,2025-10-23,209.9,13.1,90.3
5613,Munnar,2025-10-23,348.33,18.2,52.3
5614,Kedarnath,2025-10-23,317.78,17.2,57.4
5615,Kargil,2025-10-23,50.76,7.4,64.9
5616,Mussoorie,2025-10-23,245.95,22.3,37.8
5617,Tawang,2025-10-23,314.16,10.4,71.5
5618,Cherrapunji,2025-10-23,243.34,14.4,56.4
5619,Pithoragarh,2025-10-23,194.99,25.1,76.5
5620,Srinagar,2025-10-23,210.89,25.8,59.8
5621,Aizawl,2025-10-23,268.7,6.4,52.6
5622,Pauri,2025-10-23,313.01,20.2,40.0
5623,Joshimath,2025-10-23,264.78,15.6,50.1
5624,Itanagar,2025-10-23,271.92,10.6,79.4
5625,Shimla,2025-10-24,24.44,10.7,49.5
5626,Manali,2025-10-24,61.21,12.1,42.8
5627,Dehradun,2025-10-24,21.36,17.0,40.1
5628,Nainital,2025-10-24,192.31,15.8,62.1
5629,Leh,2025-10-24,86.75,12.5,95.6
5630,Gangtok,2025-10-24,120.68,6.8,78.1
5631,Darjeeling,2025-10-24,288.31,6.8,92.3
5632,Munnar,2025-10-24,177.92,21.7,52.0
5633,Kedarnath,2025-10-24,73.91,8.4,80.1
5634,Kargil,2025-10-24,211.85,22.2,63.9
5635,Mussoorie,2025-10-24,46.92,27.5,58.4
5636,Tawang,2025-10-24,123.19,18.9,61.3
5637,Cherrapunji,2025-10-24,219.85,23.3,49.0
5638,Pithoragarh,2025-10-24,280.28,10.3,71.8
5639,Srinagar,2025-10-24,257.65,8.1,58.6
5640,Aizawl,2025-10-24,85.32,10.3,88.2
5641,Pauri,2025-10-24,17.79,13.2,50.1
5642,Joshimath,2025-10-24,197.87,8.2,37.0
5643,Itanagar,2025-10-24,255.68,16.1,53.7
5644,Shimla,2025-10-25,38.05,21.3,45.5
5645,Manali,2025-10-25,302.88,15.7,87.3
5646,Dehradun,2025-10-25,168.97,18.1,55.4
5647,Nainital,2025-10-25,281.76,19.8,47.9
5648,Leh,2025-10-25,161.72,30.3,53.5
5649,Gangtok,2025-10-25,258.25,6.3,41.9
5650,Darjeeling,2025-10-25,313.37,17.2,92.5
5651,Munnar,2025-10-25,191.2,13.4,87.5
5652,Kedarnath,2025-10-25,281.89,11.3,78.6
5653,Kargil,2025-10-25,319.28,8.0,76.6
5654,Mussoorie,2025-10-25,161.19,6.0,79.8
5655,Tawang,2025-10-25,107.96,20.1,95.0
5656,Cherrapunji,2025-10-25,311.06,28.5,63.2
5657,Pithoragarh,2025-10-25,53.34,9.3,69.2
5658,Srinagar,2025-10-25,203.55,13.9,55.5
5659,Aizawl,2025-10-25,171.81,28.8,62.1
5660,Pauri,2025-10-25,72.59,20.9,86.2
5661,Joshimath,2025-10-25,279.18,16.4,51.1
5662,Itanagar,2025-10-25,93.6,9.3,75.4
5663,Shimla,2025-10-26,35.66,29.7,93.8
5664,Manali,2025-10-26,8.65,15.0,55.7
